"Date","Season","TimeOfDay","sex","race","age","AgeGrp","ethnicity","Frisk_Searched"
"11/5/19","Fall","EarlyMorning","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"11/5/19","Fall","DayTime","Male","Black",52,"Adult","NULL","Yes"
"11/5/19","Fall","DayTime","Male","Black",57,"Senior","NULL","Yes"
"11/5/19","Fall","DayTime","Male","Black",16,"Minor","NULL","No"
"11/5/19","Fall","DayTime","Male","Black",16,"Minor","Not of Hispanic Origin","Unknown"
"11/5/19","Fall","DayTime","Male","Black",16,"Minor","Unknown","Unknown"
"11/5/19","Fall","DayTime","Male","White",76,"Senior","Not of Hispanic Origin","No"
"11/5/19","Fall","DayTime","Male","Black",39,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Female","Black",28,"Adult","Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Female","White",24,"Adult","NULL","No"
"11/5/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","Black",46,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","Yes"
"11/5/19","Fall","Nighttime","Male","White",25,"Adult","Hispanic Origin","Yes"
"11/5/19","Fall","Nighttime","Female","Black",41,"Adult","Unknown","No"
"11/5/19","Fall","Nighttime","Male","White",23,"Adult","Hispanic Origin","Yes"
"11/5/19","Fall","Nighttime","Female","White",NA,"Unknown","Hispanic Origin","No"
"11/5/19","Fall","Nighttime","Male","White",29,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","DayTime","Female","White",40,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","EarlyMorning","Male","White",61,"Senior","Not of Hispanic Origin","No"
"11/6/19","Fall","EarlyMorning","Male","Black",42,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","EarlyMorning","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","EarlyMorning","Male","Black",25,"Adult","Unknown","Yes"
"11/6/19","Fall","EarlyMorning","Male","Black",32,"Adult","Unknown","No"
"11/6/19","Fall","EarlyMorning","Male","Black",55,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","Black",15,"Minor","NULL","Yes"
"11/6/19","Fall","DayTime","Male","White",36,"Adult","Hispanic Origin","No"
"11/6/19","Fall","DayTime","Female","White",37,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","Black",29,"Adult","Unknown","Unknown"
"11/6/19","Fall","DayTime","Male","Black",57,"Senior","NULL","No"
"11/6/19","Fall","DayTime","Male","NULL",NA,"Unknown","NULL","Unknown"
"11/6/19","Fall","DayTime","Male","Black",50,"Adult","Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","White",38,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","White",21,"Adult","Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","Black",19,"Adult","Unknown","Yes"
"11/6/19","Fall","DayTime","Male","Black",17,"Minor","NULL","Yes"
"11/6/19","Fall","DayTime","Male","Black",20,"Adult","NULL","Yes"
"11/6/19","Fall","DayTime","Male","White",27,"Adult","Not of Hispanic Origin","Yes"
"11/6/19","Fall","DayTime","Female","White",35,"Adult","NULL","Yes"
"11/6/19","Fall","DayTime","Male","NULL",23,"Adult","NULL","No"
"11/6/19","Fall","DayTime","Male","White",23,"Adult","Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","Black",31,"Adult","Hispanic Origin","No"
"11/6/19","Fall","DayTime","Male","White",24,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","Nighttime","Male","Black",19,"Adult","NULL","Yes"
"11/6/19","Fall","Nighttime","Male","White",43,"Adult","Hispanic Origin","No"
"11/6/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","No"
"11/6/19","Fall","Nighttime","Male","White",49,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","DayTime","Female","White",37,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","EarlyMorning","Male","Black",32,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","EarlyMorning","Female","Black",35,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","EarlyMorning","Male","Black",18,"Minor","Not of Hispanic Origin","No"
"11/7/19","Fall","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","EarlyMorning","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","DayTime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","DayTime","Male","White",35,"Adult","Hispanic Origin","No"
"11/7/19","Fall","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","DayTime","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","DayTime","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","DayTime","Male","Black",14,"Minor","Not of Hispanic Origin","No"
"11/7/19","Fall","DayTime","Male","NULL",18,"Minor","NULL","No"
"11/7/19","Fall","DayTime","Male","Black",17,"Minor","Not of Hispanic Origin","No"
"11/7/19","Fall","DayTime","Male","NULL",15,"Minor","NULL","No"
"11/7/19","Fall","DayTime","Male","NULL",15,"Minor","NULL","No"
"11/7/19","Fall","DayTime","Male","Black",18,"Minor","Not of Hispanic Origin","No"
"11/7/19","Fall","DayTime","Male","NULL",13,"Minor","NULL","No"
"11/7/19","Fall","Nighttime","Male","Black",53,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","Nighttime","Female","White",31,"Adult","Hispanic Origin","Yes"
"11/7/19","Fall","Nighttime","Male","White",46,"Adult","Hispanic Origin","No"
"11/7/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","Nighttime","Male","Black",19,"Adult","Not of Hispanic Origin","Yes"
"11/7/19","Fall","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","Nighttime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"11/7/19","Fall","Nighttime","Male","Black",37,"Adult","Unknown","No"
"11/7/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","EarlyMorning","Male","Black",41,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","EarlyMorning","Male","White",21,"Adult","Hispanic Origin","No"
"11/8/19","Fall","EarlyMorning","Male","White",38,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","EarlyMorning","Male","White",33,"Adult","Hispanic Origin","Yes"
"11/8/19","Fall","EarlyMorning","Male","White",22,"Adult","Hispanic Origin","Yes"
"11/8/19","Fall","DayTime","Male","Black",30,"Adult","Hispanic Origin","No"
"11/8/19","Fall","DayTime","Female","White",64,"Senior","Not of Hispanic Origin","No"
"11/8/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","DayTime","Male","White",37,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","DayTime","Male","Black",28,"Adult","Hispanic Origin","No"
"11/8/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","DayTime","Male","White",47,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","DayTime","Male","Black",30,"Adult","Not of Hispanic Origin","Unknown"
"11/8/19","Fall","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","DayTime","Female","White",46,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","DayTime","Male","Black",34,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Male","Black",36,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Female","Black",26,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Female","Black",17,"Minor","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Female","Black",21,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Female","White",18,"Minor","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Male","Black",40,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Male","Black",18,"Minor","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Male","Black",18,"Minor","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"11/8/19","Fall","Nighttime","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"11/8/19","Fall","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"11/9/19","Fall","DayTime","Male","Black",55,"Adult","Not of Hispanic Origin","Yes"
"11/9/19","Fall","EarlyMorning","Male","Black",17,"Minor","Not of Hispanic Origin","No"
"11/9/19","Fall","EarlyMorning","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"11/9/19","Fall","EarlyMorning","Male","Black",41,"Adult","Not of Hispanic Origin","No"
"11/9/19","Fall","EarlyMorning","Female","Black",22,"Adult","Unknown","No"
"11/9/19","Fall","EarlyMorning","Male","White",34,"Adult","Not of Hispanic Origin","Yes"
"11/9/19","Fall","DayTime","Female","White",49,"Adult","Hispanic Origin","Unknown"
"11/9/19","Fall","DayTime","Male","White",41,"Adult","Hispanic Origin","No"
"11/9/19","Fall","DayTime","Male","Black",21,"Adult","NULL","Yes"
"11/9/19","Fall","DayTime","Male","White",19,"Adult","Unknown","Yes"
"11/9/19","Fall","DayTime","Male","Black",52,"Adult","Not of Hispanic Origin","Yes"
"11/9/19","Fall","DayTime","Male","White",26,"Adult","Hispanic Origin","Unknown"
"11/9/19","Fall","DayTime","Male","Black",NA,"Unknown","Not of Hispanic Origin","Unknown"
"11/9/19","Fall","DayTime","Male","Black",58,"Senior","NULL","Yes"
"11/9/19","Fall","DayTime","Female","Black",60,"Senior","Not of Hispanic Origin","No"
"11/9/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"11/9/19","Fall","Nighttime","Male","Black",19,"Adult","NULL","No"
"11/9/19","Fall","Nighttime","Male","Unknown",19,"Adult","Hispanic Origin","No"
"11/9/19","Fall","Nighttime","Male","Black",NA,"Unknown","Not of Hispanic Origin","Unknown"
"11/9/19","Fall","Nighttime","Male","Black",17,"Minor","Not of Hispanic Origin","No"
"11/9/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"11/10/19","Fall","EarlyMorning","Male","White",35,"Adult","Hispanic Origin","No"
"11/10/19","Fall","EarlyMorning","Male","Black",38,"Adult","Not of Hispanic Origin","No"
"11/10/19","Fall","EarlyMorning","Female","White",17,"Minor","Unknown","No"
"11/10/19","Fall","EarlyMorning","Male","Black",50,"Adult","Not of Hispanic Origin","Yes"
"11/10/19","Fall","EarlyMorning","Male","Black",56,"Senior","Not of Hispanic Origin","Yes"
"11/10/19","Fall","EarlyMorning","Female","Black",53,"Adult","Not of Hispanic Origin","Yes"
"11/10/19","Fall","DayTime","Male","White",60,"Senior","Not of Hispanic Origin","No"
"11/10/19","Fall","DayTime","Male","Black",42,"Adult","Unknown","No"
"11/10/19","Fall","DayTime","Male","White",33,"Adult","Not of Hispanic Origin","Yes"
"11/10/19","Fall","DayTime","Female","Black",25,"Adult","Hispanic Origin","No"
"11/10/19","Fall","DayTime","Male","White",24,"Adult","Hispanic Origin","No"
"11/10/19","Fall","DayTime","Male","White",65,"Senior","Not of Hispanic Origin","No"
"11/10/19","Fall","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"11/10/19","Fall","Nighttime","Female","Black",20,"Adult","Not of Hispanic Origin","No"
"11/10/19","Fall","Nighttime","Male","Black",24,"Adult","Hispanic Origin","Yes"
"11/10/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"11/10/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"11/10/19","Fall","Nighttime","Male","Black",25,"Adult","Unknown","Yes"
"11/10/19","Fall","Nighttime","Male","Black",27,"Adult","NULL","Yes"
"11/10/19","Fall","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"11/11/19","Fall","EarlyMorning","Male","White",29,"Adult","Hispanic Origin","No"
"11/11/19","Fall","EarlyMorning","Male","White",30,"Adult","Not of Hispanic Origin","No"
"11/11/19","Fall","EarlyMorning","Male","White",40,"Adult","Not of Hispanic Origin","No"
"11/11/19","Fall","EarlyMorning","Male","White",54,"Adult","Unknown","Yes"
"11/11/19","Fall","DayTime","Male","White",32,"Adult","Hispanic Origin","Yes"
"11/11/19","Fall","DayTime","Male","Black",47,"Adult","Not of Hispanic Origin","Yes"
"11/11/19","Fall","DayTime","Male","White",37,"Adult","Hispanic Origin","Yes"
"11/11/19","Fall","DayTime","Female","White",32,"Adult","Not of Hispanic Origin","No"
"11/11/19","Fall","Nighttime","Male","Unknown",49,"Adult","Unknown","Yes"
"11/11/19","Fall","Nighttime","Male","White",14,"Minor","NULL","No"
"11/11/19","Fall","Nighttime","Male","White",13,"Minor","NULL","No"
"11/11/19","Fall","Nighttime","Male","White",15,"Minor","NULL","No"
"11/11/19","Fall","Nighttime","Male","White",64,"Senior","Hispanic Origin","No"
"11/11/19","Fall","Nighttime","Male","Other",51,"Adult","Hispanic Origin","No"
"11/11/19","Fall","Nighttime","Male","Black",17,"Minor","NULL","Yes"
"11/11/19","Fall","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"11/11/19","Fall","Nighttime","Male","Black",18,"Minor","Unknown","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",35,"Adult","Not of Hispanic Origin","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",31,"Adult","Hispanic Origin","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","EarlyMorning","Male","White",53,"Adult","NULL","Yes"
"11/12/19","Fall","EarlyMorning","Female","White",37,"Adult","Not of Hispanic Origin","Yes"
"11/12/19","Fall","EarlyMorning","Female","White",28,"Adult","NULL","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",46,"Adult","NULL","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",40,"Adult","Not of Hispanic Origin","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",19,"Adult","Hispanic Origin","Yes"
"11/12/19","Fall","EarlyMorning","Male","Black",23,"Adult","Unknown","No"
"11/12/19","Fall","EarlyMorning","Male","White",24,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","DayTime","Male","Black",36,"Adult","Not of Hispanic Origin","Yes"
"11/12/19","Fall","DayTime","Male","White",25,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","DayTime","Male","White",38,"Adult","NULL","Yes"
"11/12/19","Fall","DayTime","Male","Black",50,"Adult","Hispanic Origin","Yes"
"11/12/19","Fall","DayTime","Female","White",38,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","DayTime","Male","Black",64,"Senior","Not of Hispanic Origin","No"
"11/12/19","Fall","DayTime","Male","White",63,"Senior","Not of Hispanic Origin","No"
"11/12/19","Fall","DayTime","Male","Black",21,"Adult","NULL","Yes"
"11/12/19","Fall","DayTime","Male","Black",37,"Adult","Hispanic Origin","Yes"
"11/12/19","Fall","DayTime","Female","White",24,"Adult","NULL","Yes"
"11/12/19","Fall","DayTime","Male","White",32,"Adult","Not of Hispanic Origin","Yes"
"11/12/19","Fall","Nighttime","Male","White",36,"Adult","Not of Hispanic Origin","Yes"
"11/12/19","Fall","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"11/12/19","Fall","Nighttime","Male","White",31,"Adult","Hispanic Origin","No"
"11/12/19","Fall","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"11/12/19","Fall","Nighttime","Male","Black",18,"Minor","Unknown","Yes"
"11/12/19","Fall","Nighttime","Female","NULL",17,"Minor","NULL","Yes"
"11/12/19","Fall","Nighttime","Female","White",20,"Adult","Unknown","Yes"
"11/12/19","Fall","Nighttime","Male","Black",33,"Adult","Hispanic Origin","No"
"11/13/19","Fall","EarlyMorning","Male","Black",51,"Adult","NULL","Yes"
"11/13/19","Fall","EarlyMorning","Female","White",31,"Adult","Unknown","Yes"
"11/13/19","Fall","EarlyMorning","Male","White",54,"Adult","Not of Hispanic Origin","Yes"
"11/13/19","Fall","EarlyMorning","Male","Black",32,"Adult","NULL","Yes"
"11/13/19","Fall","EarlyMorning","Male","White",21,"Adult","Hispanic Origin","No"
"11/13/19","Fall","EarlyMorning","Male","Black",52,"Adult","NULL","No"
"11/13/19","Fall","EarlyMorning","Male","Black",30,"Adult","Hispanic Origin","Yes"
"11/13/19","Fall","EarlyMorning","Female","Black",29,"Adult","Unknown","No"
"11/13/19","Fall","EarlyMorning","Male","White",37,"Adult","Not of Hispanic Origin","No"
"11/13/19","Fall","DayTime","Female","White",53,"Adult","NULL","No"
"11/13/19","Fall","DayTime","Male","Unknown",21,"Adult","NULL","No"
"11/13/19","Fall","DayTime","Male","White",61,"Senior","Hispanic Origin","No"
"11/13/19","Fall","DayTime","Male","White",36,"Adult","NULL","Yes"
"11/13/19","Fall","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/13/19","Fall","DayTime","Male","Black",33,"Adult","Hispanic Origin","Yes"
"11/13/19","Fall","DayTime","Female","Black",32,"Adult","Hispanic Origin","No"
"11/13/19","Fall","DayTime","Male","Black",28,"Adult","NULL","Yes"
"11/13/19","Fall","DayTime","Male","Asian",45,"Adult","NULL","Yes"
"11/13/19","Fall","DayTime","Male","White",36,"Adult","Hispanic Origin","Yes"
"11/13/19","Fall","DayTime","Female","Black",22,"Adult","NULL","No"
"11/13/19","Fall","DayTime","Female","NULL",22,"Adult","NULL","No"
"11/13/19","Fall","DayTime","Male","Black",18,"Minor","Not of Hispanic Origin","No"
"11/13/19","Fall","DayTime","Male","Black",16,"Minor","Not of Hispanic Origin","No"
"11/13/19","Fall","DayTime","Female","White",44,"Adult","Hispanic Origin","Yes"
"11/13/19","Fall","DayTime","Male","White",59,"Senior","Not of Hispanic Origin","Yes"
"11/13/19","Fall","Nighttime","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"11/13/19","Fall","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"11/13/19","Fall","Nighttime","Male","Black",28,"Adult","Unknown","No"
"11/13/19","Fall","Nighttime","Male","White",25,"Adult","Hispanic Origin","No"
"11/13/19","Fall","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"11/13/19","Fall","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"11/13/19","Fall","Nighttime","Male","Black",24,"Adult","Hispanic Origin","No"
"11/14/19","Fall","DayTime","Female","White",37,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","Black",46,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","DayTime","Male","White",37,"Adult","Hispanic Origin","No"
"11/14/19","Fall","DayTime","Male","White",32,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","White",29,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","White",25,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","DayTime","Male","White",45,"Adult","Hispanic Origin","No"
"11/14/19","Fall","DayTime","Male","Black",35,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","White",52,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","White",32,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","DayTime","Male","White",35,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","DayTime","Male","White",26,"Adult","NULL","Unknown"
"11/14/19","Fall","DayTime","Male","Black",16,"Minor","NULL","No"
"11/14/19","Fall","DayTime","Male","Black",14,"Minor","NULL","No"
"11/14/19","Fall","DayTime","Male","Black",18,"Minor","NULL","No"
"11/14/19","Fall","DayTime","Male","Black",17,"Minor","Unknown","No"
"11/14/19","Fall","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",18,"Minor","Not of Hispanic Origin","No"
"11/14/19","Fall","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Unknown",15,"Minor","Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",24,"Adult","NULL","Yes"
"11/14/19","Fall","Nighttime","Male","Black",13,"Minor","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",13,"Minor","Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",35,"Adult","Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","White",29,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","White",36,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Female","White",NA,"Unknown","Not of Hispanic Origin","Unknown"
"11/14/19","Fall","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","White",51,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","Nighttime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","Nighttime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"11/14/19","Fall","Nighttime","Male","Black",36,"Adult","NULL","No"
"11/14/19","Fall","Nighttime","Female","Black",22,"Adult","NULL","No"
"11/14/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","White",26,"Adult","NULL","Yes"
"11/14/19","Fall","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","Yes"
"11/14/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","Black",17,"Minor","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","Black",17,"Minor","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","Black",18,"Minor","Not of Hispanic Origin","Yes"
"11/15/19","Fall","EarlyMorning","Male","White",29,"Adult","Hispanic Origin","No"
"11/15/19","Fall","DayTime","Male","White",49,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","Black",36,"Adult","Unknown","No"
"11/15/19","Fall","DayTime","Female","White",24,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","White",37,"Adult","NULL","No"
"11/15/19","Fall","DayTime","Male","Black",38,"Adult","Hispanic Origin","No"
"11/15/19","Fall","DayTime","Female","White",24,"Adult","Not of Hispanic Origin","No"
"11/15/19","Fall","DayTime","Male","Black",32,"Adult","Hispanic Origin","No"
"11/15/19","Fall","DayTime","Male","Black",21,"Adult","Not of Hispanic Origin","No"
"11/15/19","Fall","DayTime","Male","White",44,"Adult","Not of Hispanic Origin","No"
"11/15/19","Fall","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","DayTime","Male","Black",18,"Minor","NULL","No"
"11/15/19","Fall","Nighttime","Male","Unknown",27,"Adult","Hispanic Origin","Yes"
"11/15/19","Fall","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","Nighttime","Male","White",58,"Senior","NULL","Yes"
"11/15/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"11/15/19","Fall","Nighttime","Male","Black",39,"Adult","Hispanic Origin","No"
"11/15/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"11/15/19","Fall","Nighttime","Male","White",NA,"Unknown","Unknown","No"
"11/16/19","Fall","DayTime","Male","Black",26,"Adult","Unknown","No"
"11/16/19","Fall","DayTime","Male","Unknown",28,"Adult","NULL","Unknown"
"11/16/19","Fall","DayTime","Male","White",43,"Adult","Not of Hispanic Origin","Yes"
"11/16/19","Fall","DayTime","Male","White",29,"Adult","Not of Hispanic Origin","No"
"11/16/19","Fall","DayTime","Male","Black",59,"Senior","Not of Hispanic Origin","Yes"
"11/16/19","Fall","DayTime","Male","White",58,"Senior","NULL","No"
"11/16/19","Fall","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"11/16/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"11/16/19","Fall","Nighttime","Male","White",15,"Minor","Hispanic Origin","Yes"
"11/16/19","Fall","Nighttime","Male","White",15,"Minor","Hispanic Origin","Yes"
"11/16/19","Fall","Nighttime","Female","White",37,"Adult","Not of Hispanic Origin","No"
"11/16/19","Fall","Nighttime","Male","White",66,"Senior","Not of Hispanic Origin","No"
"11/16/19","Fall","Nighttime","Male","Black",22,"Adult","Unknown","Yes"
"11/16/19","Fall","Nighttime","Male","Black",24,"Adult","Unknown","Yes"
"11/16/19","Fall","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"11/16/19","Fall","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"11/16/19","Fall","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"11/16/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"11/16/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
